ID	Name	Level	Hp	AttackRange	SkillRange	AttackDelay	AttackMotion	Size	Race	Element	ElementLevel	ChaseRange	Ai	isAIMode_Aggressive	isAIMode_Looter	isAIMode_Assist	isAIMode_CanMove	isAIMode_CastSensorIdle	isAIMode_CastSensorChase	isAIMode_MVP	isAIMode_KnockbackImmune	isAIMode_Detector	isAIMode_TakesFixed_1_Damage_Melee	isAIMode_TakesFixed_1_Damage_Ranged	isAIMode_TakesFixed_1_Damage_Magic	isAIMode_TakesFixed_1_Damage_None
2307	Mistress	0	0	0	10	0	0	Small	Formless	Neutral	1	12	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2308	Zanzou	140	5	1	10	0	0	Small	Formless	Holy	1	12	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2309	Bungisngis	121	33102	1	10	1568	432	Large	Demi-Human	Earth	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2310	Engkanto	125	29275	1	10	1424	576	Medium	Demi-Human	Neutral	2	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
2311	Manananggal	107	15656	1	10	280	720	Medium	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2312	Mangkukulam	110	14557	1	10	1664	336	Medium	Demon	Neutral	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2313	Tikbalang	115	20150	1	10	1064	936	Large	Brute	Wind	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
2314	Tiyanak	105	11589	1	10	496	504	Small	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2315	Wakwak	111	17869	1	10	424	576	Small	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2316	Jejeling	100	10617	1	10	1328	672	Large	Plant	Earth	2	12	17	0	0	0	1	1	0	0	0	0	0	0	0	0
2317	Bangungot	115	1519517	1	10	920	1080	Medium	Demon	Shadow	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2318	Bangungot	99	1409758	1	10	920	1080	Medium	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	1	1	1	1	1	1
2319	Buwaya	151	4090365	1	10	1424	576	Large	Dragon	Water	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
2320	Bakonawa	156	3351884	10	10	440	672	Large	Dragon	Water	4	12	10	1	0	0	0	0	0	0	1	1	0	0	0	0
2321	Bakonawa	156	3351884	10	10	440	672	Large	Dragon	Water	4	12	10	1	0	0	0	0	0	0	1	1	0	0	0	0
2322	Bakonawa	156	3351884	10	10	440	672	Large	Dragon	Water	4	12	10	1	0	0	0	0	0	0	1	1	0	0	0	0
2323	Bomb Poring	100	50000	1	10	1672	672	Small	Formless	Neutral	1	12	26	1	0	0	1	1	1	0	1	1	0	0	0	0
2324	Penomena	100	50000	7	10	832	500	Medium	Fish	Poison	1	12	26	1	0	0	1	1	1	0	0	0	0	0	0	0
2325	Baphomet	57	7510	1	10	868	480	Small	Demon	Shadow	1	12	21	1	0	0	1	1	1	0	0	1	0	0	0	0
2326	Galapago	45	7513	1	10	1430	1080	Small	Brute	Earth	1	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2327	Bangungot	115	250	1	10	0	0	Medium	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	1	1	1	1	1	1
2328	Drum	1	200	1	10	1	1	Small	Formless	Neutral	1	12	06	0	0	0	0	0	0	0	0	0	1	1	1	1
2329	Buwaya's Egg	100	10000	0	10	1001	1	Small	Formless	Neutral	3	12	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2330	Slave	135	20145	1	10	576	960	Small	Plant	Earth	1	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2331	Seaweed	100	10	1	10	384	720	Small	Fish	Water	1	12	10	1	0	0	0	0	0	0	0	0	1	1	1	1
2332	Buwaya	138	30000	1	10	1424	576	Small	Plant	Water	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2333	Weakpoint	138	20	1	10	1	1	Small	Plant	Water	4	12	06	0	0	0	0	0	0	0	1	1	1	1	1	1
2334	Wakwak	145	194830	1	10	424	576	Small	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2335	Bakonawa's Treasure	140	5	1	10	0	0	Small	Formless	Holy	1	12	06	0	0	0	0	0	0	0	1	1	1	1	1	1
2336	Domovoi	38	694	1	10	800	1200	Small	Brute	Earth	1	12	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2337	Monster	151	10000	7	12	0	1000	Small	Insect	Ghost	4	12	10	1	0	0	0	0	0	0	0	1	1	1	1	1
2338	Manananggal	107	204511	1	10	280	720	Medium	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2339	Mangkukulam	110	102154	1	10	1664	336	Medium	Demon	Neutral	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2340	Tiyanak	105	50211	1	10	496	504	Small	Demon	Shadow	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2341	2011 RWC Boss	141	3205000	3	10	576	576	Large	Angel	Holy	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
2342	Diabolic	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2343	Hidden Mob	151	10000	7	12	0	2000	Small	Insect	Ghost	4	12	10	1	0	0	0	0	0	0	0	1	1	1	1	1
2344	Wish Maiden	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2345	Zealotus	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2346	Ktullanux	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2347	Eddga	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2348	Mao Guai	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2349	Loli Ruri	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2350	Sedora	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2351	Chepet	83	9815	2	10	1080	780	Small	Demon	Shadow	2	12	06	0	0	0	0	0	0	0	0	1	0	0	0	0
2352	RSX 0805	100	10000000	1	10	128	1104	Large	Formless	Neutral	3	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
2353	Minorous (Nightmare)	121	27346	1	10	1360	960	Large	Brute	Fire	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2354	Mummy (Nightmare)	117	26177	1	10	1772	72	Medium	Undead	Undead	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2355	Verit (Nightmare)	115	20150	1	10	2468	768	Medium	Undead	Undead	1	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2356	Mimic (Nightmare)	137	63101	1	10	972	500	Medium	Formless	Neutral	3	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2357	Mimic (Nightmare)	137	63101	1	10	972	500	Medium	Formless	Neutral	3	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2358	Arclouze (Nightmare)	134	48013	1	10	960	500	Medium	Insect	Earth	2	12	21	1	0	0	1	1	1	0	0	1	0	0	0	0
2359	Arclouze (Nightmare)	134	48013	1	10	960	500	Medium	Insect	Earth	2	12	21	1	0	0	1	1	1	0	0	1	0	0	0	0
2360	Ancient Mummy (Nightmare	141	90157	1	10	1772	120	Medium	Undead	Undead	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2361	Ancient Mummy (Nightmare	141	90157	1	10	1772	120	Medium	Undead	Undead	2	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2362	Amon Ra (Nightmare)	145	2515784	3	14	854	2016	Large	Demi-Human	Earth	3	12	10	1	0	0	0	0	0	1	1	1	0	0	0	0
2363	Menblatt	143	82200	3	10	472	1056	Medium	Insect	Wind	2	12	21	1	0	0	1	1	1	0	0	1	0	0	0	0
2364	Petal	141	81031	9	10	1500	768	Medium	Brute	Wind	1	12	05	1	0	0	1	0	0	0	0	0	0	0	0	0
2365	Cenere	146	130131	1	10	1500	720	Small	Plant	Wind	1	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2366	Antique Book	148	134615	1	10	864	960	Small	Formless	Neutral	3	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2367	Lichtern	149	131211	1	10	480	1728	Small	Formless	Water	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2368	Lichtern	147	131513	1	10	0	3456	Small	Formless	Ghost	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2369	Lichtern	149	135718	1	10	0	4032	Small	Formless	Fire	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2370	Lichtern	151	133451	1	10	0	2304	Small	Formless	Earth	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2371	Faithful Manager	155	151548	3	10	480	1536	Large	Formless	Neutral	4	12	21	1	0	0	1	1	1	0	0	0	0	0	0	0
2372	Soil	1	15	1	7	1	1	Small	Plant	Earth	1	12	06	0	0	0	0	0	0	0	0	0	1	1	1	1
2373	Rock	1	15	1	7	1	1	Small	Plant	Earth	1	12	06	0	0	0	0	0	0	0	0	0	1	1	1	1
2374	Thicket	1	15	1	7	1	1	Small	Plant	Earth	1	12	06	0	0	0	0	0	0	0	0	0	1	1	1	1
2375	Incarnation of Morocc	100	4444	1	10	2036	648	Medium	Demon	Undead	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2376	Incarnation of Morocc	100	2000	1	10	2076	648	Medium	Demon	Shadow	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2377	Novus	1	12	1	10	252	816	Small	Dragon	Neutral	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
2378	Antler Scaraba	136	30000	1	10	504	624	Medium	Insect	Earth	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2379	Socks Stealing Raccoon	10	10	1	10	1576	576	Small	Brute	Earth	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
2380	Gift Stealing Raccoon	10	10	1	10	1576	576	Small	Brute	Earth	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
2398	Little Poring	1	40	1	10	1872	672	Small	Plant	Water	1	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
2401	Poring	1	55	1	10	1872	672	Medium	Plant	Water	1	12	02	0	1	0	1	0	0	0	0	0	0	0	0	0
2402	Poporing	30	524	1	10	1672	672	Medium	Plant	Poison	1	12	02	0	1	0	1	0	0	0	0	0	0	0	1	0
2403	Poporing	30	524	1	10	1672	672	Medium	Plant	Poison	1	12	02	0	1	0	1	0	0	0	0	0	1	0	0	0
2404	Dead Plankton	9	95	1	10	2208	1008	Small	Undead	Undead	1	12	01	0	0	0	1	0	0	0	0	0	0	0	0	0
2405	Weak Skeleton	18	223	1	10	2228	528	Medium	Undead	Undead	1	12	01	0	0	0	1	0	0	0	0	0	0	0	0	0
2406	Weak Soldier Skeleton	23	337	1	10	2276	576	Medium	Undead	Undead	1	12	01	0	0	0	1	0	0	0	0	0	0	0	0	0
2407	Sailor Skeleton	19	243	1	10	2228	528	Medium	Undead	Undead	1	12	01	0	0	0	1	0	0	0	0	0	0	0	0	0
2408	Dummy 10	10	99999999	0	0	0	0	Medium	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2409	Dummy 50	50	99999999	0	0	0	0	Medium	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2410	Dummy 100	100	99999999	0	0	0	0	Medium	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2411	Dummy 150	150	99999999	0	0	0	0	Medium	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2413	Dummy 10	10	99999999	0	0	0	0	Medium	Formless	Fire	1	0	06	0	0	0	0	0	0	0	1	1	0	0	0	0
2415	Knight Seyren	98	13260	1	10	432	400	Medium	Demi-Human	Fire	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2416	Assassin Eremes	98	9029	1	10	432	400	Medium	Demi-Human	Poison	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2417	Blacksmith Howard	98	11803	1	10	432	400	Medium	Demi-Human	Water	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2418	Hunter Cecil	98	8835	14	10	432	400	Medium	Demi-Human	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2419	Wizard Kathryne	98	7092	1	10	864	400	Medium	Demi-Human	Ghost	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2420	Priest Margaretha	98	9192	1	10	864	400	Medium	Demi-Human	Holy	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
2421	Crusader Egnigem	98	13440	1	10	432	400	Medium	Demi-Human	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2422	Rogue Wickebine	98	11712	1	10	432	400	Medium	Demi-Human	Poison	3	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2423	Alchemist Armeyer	98	11376	1	10	432	400	Medium	Demi-Human	Earth	3	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2424	Bard Kavach	98	12637	9	10	432	400	Medium	Demi-Human	Wind	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2425	Dancer Josephina	98	12637	9	10	432	400	Medium	Demi-Human	Wind	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2426	Sage Laurell	98	9868	1	10	432	400	Medium	Demi-Human	Ghost	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2427	Monk Errende	98	11168	1	10	432	400	Medium	Demi-Human	Holy	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2428	Knight Seyren	98	13260	1	10	432	400	Medium	Demi-Human	Fire	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2429	Assassin Eremes	98	9029	1	10	432	400	Medium	Demi-Human	Poison	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2430	Blacksmith Howard	98	11803	1	10	432	400	Medium	Demi-Human	Water	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2431	Hunter Cecil	98	8835	14	10	432	400	Medium	Demi-Human	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2432	Wizard Kathryne	98	7092	1	10	864	400	Medium	Demi-Human	Ghost	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2433	Priest Margaretha	98	9192	1	10	864	400	Medium	Demi-Human	Holy	3	12	20	1	0	0	1	1	1	0	0	0	0	0	0	0
2434	Crusader Egnigem	98	13440	1	10	432	400	Medium	Demi-Human	Fire	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2435	Rogue Wickebine	98	11712	1	10	432	400	Medium	Demi-Human	Poison	3	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2436	Alchemist Armeyer	98	11376	1	10	432	400	Medium	Demi-Human	Earth	3	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2437	Bard Kavach	98	12637	9	10	432	400	Medium	Demi-Human	Wind	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2438	Dancer Josephina	98	12637	9	10	432	400	Medium	Demi-Human	Wind	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2439	Sage Laurell	98	9868	1	10	432	400	Medium	Demi-Human	Ghost	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2440	Monk Errende	98	11168	1	10	432	400	Medium	Demi-Human	Holy	2	12	19	1	0	0	1	1	0	0	0	0	0	0	0	0
2441	The Last One	99	265203	3	10	76	384	Medium	Demi-Human	Fire	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
2442	King of the Alley	99	268800	3	10	76	384	Medium	Demi-Human	Fire	4	12	21	1	0	0	1	1	1	1	1	1	0	0	0	0
2443	Aira	99	270000	1	10	432	400	Medium	Demi-Human	Fire	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2444	Kuluna	99	270000	1	10	432	400	Medium	Demi-Human	Ghost	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2445	Mallina	99	270000	1	10	432	400	Medium	Demi-Human	Earth	4	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2446	Ezella	99	270000	14	10	432	400	Medium	Demi-Human	Wind	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2447	Lune	99	270000	1	10	864	400	Medium	Demi-Human	Water	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2448	Morin	99	270000	1	10	864	400	Medium	Demi-Human	Shadow	3	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2449	Nasarin	99	270000	1	10	432	400	Medium	Demi-Human	Poison	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2450	Thief Poring	1	30	1	10	1072	672	Medium	Plant	Water	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
2451	Strange Baby Orc	1	30	1	10	672	864	Medium	Plant	Water	1	12	01	0	0	0	1	0	0	0	0	0	1	1	1	1
2452	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2453	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2454	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2455	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2456	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2457	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2458	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2459	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2460	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2461	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2462	Treasure Chest	99	0	0	0	0	0	Small	Formless	Neutral	1	0	06	0	0	0	0	0	0	0	0	0	0	0	0	0
2464	Corrupted Steward	130	135600	1	10	2612	912	Medium	Undead	Undead	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2465	Corrupted Monk	133	100168	1	10	1816	576	Large	Undead	Undead	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2466	Grand Chamberlain in pai	132	208100	1	10	2456	912	Medium	Undead	Undead	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2467	Maggot	133	80811	1	10	960	500	Small	Insect	Earth	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2468	Corrupted Palace Guard	135	184080	2	10	824	780	Medium	Undead	Shadow	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2469	Wandering Archer	136	144370	14	10	1152	1152	Medium	Undead	Shadow	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2470	Corrupted Abysmal Knight	142	225789	2	10	1000	500	Large	Undead	Shadow	4	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
2471	Suffering Khalitzburg	143	236851	2	10	0	1000	Large	Undead	Undead	1	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
2472	Bloody Knight	143	246751	2	10	828	528	Large	Undead	Shadow	4	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
2473	1st Commander of Destruc	145	950033	2	10	350	864	Medium	Undead	Undead	2	12	26	1	0	0	1	1	1	0	1	1	0	0	0	0
2474	2nd Commander of Destruc	145	848011	2	10	350	768	Medium	Undead	Undead	2	12	26	1	0	0	1	1	1	0	1	1	0	0	0	0
2475	Corrupted Soul	150	1820000	3	10	576	672	Large	Demon	Earth	3	12	10	1	0	0	0	0	0	1	1	1	0	0	0	0
2476	Amdarais	150	4290000	3	10	312	1200	Large	Undead	Undead	4	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2477	Nightmare Wander Man	151	130682	2	10	672	500	Medium	Demon	Wind	1	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2478	Nightmare Rideword	146	103220	1	10	864	500	Small	Formless	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2479	Nightmare Mimic	143	24958	1	10	972	500	Medium	Formless	Neutral	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2480	Nightmare Evil Druid	134	72837	1	10	2276	576	Large	Undead	Undead	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2481	Nightmare Wraith Dead	110	18923	1	10	1816	576	Large	Undead	Undead	4	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2483	Nightmare Baphomet	154	4008000	2	10	768	768	Large	Demon	Shadow	3	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2484	Nightmare Baphomet Jr.	141	49675	1	10	868	480	Small	Demon	Shadow	1	12	24	0	0	0	1	0	0	0	0	1	0	0	0	0
2485	Nightmare Chimera	140	528120	1	10	772	672	Large	Brute	Fire	3	12	26	1	0	0	1	1	1	0	1	1	0	0	0	0
2528	Faceworm	140	482427	2	10	384	720	Large	Insect	Poison	1	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2529	Faceworm Queen	155	50000000	2	10	768	540	Large	Insect	Poison	4	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2530	Dark Faceworm	144	5000000	2	10	576	480	Large	Insect	Poison	2	12	21	1	0	0	1	1	1	0	1	1	0	0	0	0
2531	Venom Bug	140	10000	1	12	384	0	Small	Insect	Poison	1	12	10	1	0	0	0	0	0	0	1	1	0	0	0	0
2532	Red Faceworm Queen	155	50000000	2	10	768	540	Large	Insect	Fire	1	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2533	Green Faceworm Queen	155	50000000	2	10	768	540	Large	Insect	Earth	1	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2534	Blue Faceworm Queen	155	50000000	2	10	768	540	Large	Insect	Water	1	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2535	Yellow Faceworm Queen	155	50000000	2	10	768	540	Large	Insect	Wind	1	12	26	1	0	0	1	1	1	1	1	1	0	0	0	0
2536	Monster 3	151	10000	1	12	0	0	Small	Formless	Ghost	4	12	10	1	0	0	0	0	0	0	1	1	1	1	1	1
2537	Monster 4	151	10000	1	12	0	0	Small	Formless	Ghost	4	12	10	1	0	0	0	0	0	0	1	1	1	1	1	1
2539	Monster 5	151	10000	9	12	3000	0	Small	Formless	Ghost	4	12	10	1	0	0	0	0	0	0	1	1	1	1	1	1
2540	Faceworm Egg	140	10	1	10	24	0	Medium	Insect	Poison	1	12	06	0	0	0	0	0	0	0	0	1	1	1	1	1
2541	Faceworm Larva	145	260380	1	10	1000	792	Medium	Insect	Poison	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2542	Doyen Irene	101	433110	2	10	1276	792	Medium	Demi-Human	Neutral	1	12	26	1	0	0	1	1	1	0	0	0	0	0	0	0
2543	1st Payon Soldier	101	20099	2	10	1384	792	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2544	2nd Payon Soldier	101	21099	2	10	1452	792	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2545	1st Guard Dog	101	20099	1	10	768	792	Medium	Brute	Earth	1	12	01	0	0	0	1	0	0	0	0	0	0	0	0	0
2546	2nd Guard Dog	101	21099	1	10	972	792	Medium	Brute	Fire	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2549	Arhi	90	100000	1	10	1000	864	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2550	Dio Anemos	95	200000	1	10	900	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2551	Geffen Shoplifter	100	300000	1	10	800	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2552	Geffen Bully	100	300000	1	10	900	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2553	Geffen Gang Member	100	300000	1	10	950	864	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2554	Faymont	105	400000	1	10	672	648	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2555	Ordre	110	600000	1	10	768	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2556	Blut Hase	120	1000000	1	10	800	768	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2557	Kuro Akuma	130	1200000	1	10	1000	864	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2558	Ifodes	140	1400000	1	10	800	768	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2559	Licheniyes	145	1600000	1	10	864	768	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2560	Odoric	150	2000000	1	10	800	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2561	Ju	155	5000000	1	10	800	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2562	Dwigh	160	7000000	1	10	800	768	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
2563	Fay Kanavian	160	8000000	1	10	720	672	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	0	1	1	0	0	0	0
2564	Fenrir	160	20000000	1	10	900	864	Medium	Demi-Human	Ghost	2	12	04	1	0	0	1	0	0	1	1	1	0	0	0	0
2565	Alphonse	150	1000000	1	10	1400	816	Medium	Demi-Human	Earth	2	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2566	Alphonse Jr	150	100000	1	10	936	792	Medium	Demi-Human	Earth	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2567	Geffen Bully	50	10000	1	10	900	672	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2568	Geffen Gang Member	50	10000	1	10	950	864	Medium	Demi-Human	Neutral	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2569	Anopheles	95	6617	1	10	1084	2304	Small	Insect	Wind	3	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2570	Breeze	92	7073	2	10	140	384	Medium	Formless	Wind	3	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
2571	Butoijo	88	5381	1	10	576	768	Large	Demon	Fire	2	12	04	1	0	0	1	0	0	0	0	1	0	0	0	0
2572	Caramel	25	319	1	10	1604	840	Small	Brute	Earth	1	12	04	1	0	0	1	0	0	0	0	0	0	0	0	0
